505,505,506,507,507,508,508,509,511,513,516,519,522,526,527,515,466,334,183,175,172,173,178,286,452,509
505,505,506,506,506,507,508,508,509,511,512,513,514,512,504,484,440,361,258,188,183,184,218,329,424,476
505,505,505,506,506,507,507,507,508,508,508,508,506,501,492,473,441,393,340,294,272,279,319,376,428,465
505,505,505,505,505,506,506,506,506,506,505,504,501,495,486,471,450,422,392,368,356,361,381,411,441,465
505,505,505,505,505,505,505,505,504,504,503,501,498,493,485,474,459,442,425,412,405,408,419,435,453,469
505,504,504,505,504,504,504,504,504,503,501,499,496,492,486,478,467,456,447,438,435,436,443,452,463,474
504,504,504,504,504,504,503,503,503,502,501,499,495,492,487,481,474,467,461,456,453,455,458,464,471,478
504,504,504,504,504,503,503,503,502,501,500,498,496,493,489,484,480,475,471,468,466,467,469,473,478,483
504,503,503,503,503,503,502,502,502,501,499,498,496,493,491,487,484,481,478,476,475,476,477,479,483,486
504,503,503,503,503,502,502,502,501,500,499,498,496,495,492,490,487,485,483,482,482,482,483,484,486,489
503,503,503,503,503,503,502,501,501,500,499,498,497,495,494,492,490,489,487,486,486,486,487,488,489,491
